arousal,valence,happy-face,anger-face,sad-face,fear-face,surprise-face,disgust-face,control,fairness,self-relativity,other-relativity,expectedness,novelty
4248.5,14853.5,13584,34852.5,19575,20573.5,33633,35757.5,2951,19341,35300.5,22780.5,15981,20170.5
31038.5,19890.5,27117,5391.5,25310,3806,6165,2541.5,27881,28704,25306,11013,3216,27428
8524,24464.5,28178.5,15174.5,27775.5,18710,18128.5,12785,1986,33376.5,14229.5,3629,5726,16930
3911.5,24193.5,21050,16292,34577.5,19492,23494,9230,21628.5,34000,12023.5,1073,30302,17455
22154,9264.5,13281.5,10881.5,289,2019.5,26665,14140.5,6996.5,2943.5,30072,25417,34460.5,4444
21936,14495.5,25053,16352.5,16811.5,16841.5,18329,13739,26389.5,14910.5,4969.5,8234.5,17337,29970
27879.5,35929,36305,29638.5,19713,14995.5,33539.5,30870,12766.5,29761,33674.5,34743,7993,4568.5
18130,4532.5,12352,8398.5,16617.5,9171.5,12283.5,6898,32204,10486,3391.5,9034.5,5467.5,33403.5
13247.5,21673,34484.5,4905,25507.5,3764.5,3978.5,2180,22967,26904,8892.5,2373.5,1697.5,34228
34373.5,12728.5,30306,3017,7188,12053.5,20074.5,2537,12088,17179,1659.5,11794,13709.5,27339
30670.5,3731,2762.5,15596.5,15419,3487,22896.5,9682.5,25271.5,8109,24122,14358,1289.5,30666.5
36308.5,18777,15953,14051,31372.5,6004.5,4735,10914.5,28792.5,30663,29863.5,19540,344.5,36196.5
27055.5,28831,28044.5,9062,24975,21865,2739,6080,9930.5,21584,14419,10071,22540,19453.5
15409,1823.5,2286,7060.5,9529,10617,25942,10978,17533.5,7807,22612.5,22211,34735,3229
13672,33003,36222,23896,29755,9035.5,26348,15790,4767.5,36640,23154.5,4991,8587,31289.5
24068,34091.5,28601,13698,33797,31563,16570,18716,9592,36567,25581,22674,25732,8961.5
36751,3171.5,13124.5,9146.5,222,4071.5,19581,8154,6708.5,3731.5,11974,26930,1977,4350.5
22286,27570,33679,8424.5,28756,28179.5,15138.5,7238.5,21464,20537,4296,9927,23091.5,1759.5
13050,34874,34823.5,5178.5,16229.5,34301,28731.5,10008,18587.5,35363.5,7331.5,29174.5,34236.5,1608
20726.5,9218,15450.5,30015.5,32490,25140.5,30602,26254.5,24023,15080,8525,7699.5,28859.5,9093.5
7154,25984,32382.5,15394.5,23398.5,11271,22205.5,10995.5,8562.5,36057,15389,3003,15490,19594.5
5209,15912.5,13833,16138.5,27620.5,26655.5,20043,12821.5,28841,17746.5,15558.5,5273.5,14740.5,11862.5
29754,170,247.5,3090.5,5569,881,21721.5,1348,22421,506.5,13154,12506.5,10074,30945.5
21060.5,18947,23617.5,15863.5,7757.5,22275.5,21807.5,10587,16101.5,22900.5,26453.5,9853.5,20073.5,25321
9358,14465,22427,3468.5,19776.5,12038,22736,2812.5,2380,21417.5,5255.5,3375.5,31165,15158
10737,18367.5,34828,11403.5,9517,7194.5,2638.5,5740,7146,15643.5,2770.5,1476,8669.5,28695.5
3551.5,12062,27462.5,15060,1918,3992,35991,20185,2439,19541.5,16031,9104,32830,12777.5
16704,24831,28910.5,20907.5,20452.5,15720,23391.5,18737,2439,24928,10599,5279.5,34683,7440.5
15195,8144,23003,17578,14253.5,8050,26437.5,13156.5,4672,17154.5,12243.5,8880.5,19663,21396.5
8106.5,22300.5,30096,28569,5381,24618,22113.5,31860.5,4762,22176,18343,25483.5,20740,1354.5
16470,4807.5,4306.5,15110,10895,25481,21275.5,14567.5,29513,17309,19160,21621.5,1851.5,7672.5
2687,16441,4812,35131.5,32903.5,19250.5,27790.5,35039.5,12675,27296.5,26445.5,19884.5,3222,36004
23169,7468,6484,29788.5,18753,26009,15894.5,26266.5,34763,2095.5,27049.5,25412,8975.5,22210.5
24396.5,35706,36827,17792.5,20579.5,27774.5,3311,19481,7788.5,34423.5,6277.5,11804,30070,31455
26018,4278,3666.5,24240,27339,17675.5,25779.5,21558,11880,11274,24855.5,25448.5,541,26717
23964.5,24347.5,22679,13446,21011.5,28605,17206,16162,20264.5,33503,10224,16887.5,30728.5,5667.5
12868.5,2681.5,5184.5,11041,6905,1222,21747,6522.5,19563,15689.5,20318,5622,2461.5,24843.5
36018.5,27840.5,34438.5,3463.5,4743,28470.5,2179,4129.5,7645,31098,2231,10234.5,14305.5,12855.5
29576.5,123,281,3722.5,2751.5,675,15906.5,1326,30863.5,540,21636,11633.5,5595.5,33038.5
32433.5,106.5,221.5,927.5,3371.5,1187,18824,578,24614,689.5,3957.5,12537.5,13729.5,30611
21849.5,26705.5,31096,18821,17170.5,7161.5,15376,13405.5,9130,35661,22289,9776.5,2908.5,21410.5
28544.5,2031,11925,554,1016,3111,8521.5,1109,10900,663.5,1557,12412,20292.5,4450
4178.5,21899,27144,23970.5,28910,24946.5,27945,17428.5,26851.5,35699,10730.5,2476.5,8758.5,36683
12271.5,11941.5,23319.5,13663.5,11444,9870,34138.5,8716,24444,18325,15922,6536,10236,34597
12897,15845,31362,21241,9955.5,7056.5,14548.5,11749.5,17322,5267.5,21100.5,8849,7232,22531.5
22890,4284,4619,8727.5,18507,8339,25669.5,3535.5,35877,13359.5,27570.5,8574,19343,32248.5
30715.5,6664.5,12998.5,6861.5,5645,3445.5,28169.5,4472,20264.5,12935.5,13224.5,10936,4143,12141.5
25923.5,33161.5,11804,22763.5,15279.5,23070,31906.5,27552.5,13485.5,17018.5,22676.5,28462,34560,2331.5
32564,30407.5,36856,18390,5667,3296,9244,14319,508.5,31045.5,30000.5,14111.5,8291.5,19750.5
8987,7847.5,30065.5,10017.5,1395,1844.5,25643,8004.5,3471,26601,29849.5,11581,4789.5,11611.5
19680,2952,2782.5,14647,15908,4341,20570,8852.5,24489,12470,21818.5,10103.5,2114,10516.5
13194.5,6352,6725,7302.5,19930,8039.5,22523,4141.5,19617,11567.5,10409,6368.5,8835,23236.5
10219,12011,17646.5,24453.5,22093,17775.5,36406,19758,14235,30391,13923.5,8291,27175.5,7784.5
26749.5,16887.5,6755,32956.5,26550.5,20674,35218.5,24653,8178.5,18886,30581.5,16418,6043.5,16627
25474,6773.5,15580,2219,13850.5,8761.5,11861,1130,33249,28511.5,7305.5,4223,26310,30666.5
34058.5,4398.5,8498.5,4587,9885,24051.5,32007,3238.5,4912,15477,23160.5,12422,24470.5,24252.5
6111.5,18084.5,34094.5,18174,15979.5,1991,11013,13648.5,16290.5,19524,27560,7768.5,6786,31562.5
7810,18798.5,26480,6624.5,28599.5,16826.5,7346.5,4537.5,20897,24497,6772,1237.5,16979.5,21494.5
8440,16692,29612.5,15547.5,17491.5,10816,30179.5,7517,9711,26671.5,11172,261,15981,21532
34388,33833,36625,14448.5,13232,7292,2387.5,7224,3824,13020,24198.5,18343,1688,10325
6540.5,29991,30193.5,21031,5421,35612.5,36859,20281.5,14838,29602,32904.5,13487.5,28202.5,14340.5
31376.5,9367,6306.5,13145.5,15297,7263.5,6779,10546,28194,4443.5,23636,16693,17164.5,34466
13692.5,22780,34366.5,13829,20412,12602,14392,7847.5,16491.5,28184,19894.5,2986,9891.5,23658
19268,12276,21203.5,6058,15057,33548,31635.5,3771,18239,21644.5,15778.5,9839.5,31165,23926.5
34661,4635,8591,5225.5,3691.5,22525.5,15673.5,8796.5,14941.5,4534.5,7519.5,15079.5,33092,21051
35761.5,15369,20812,2431,13325.5,8983,11846.5,1523,34878.5,23197.5,17097,8062.5,26048,21450
25174.5,17633,32029.5,12612,9593,4394,6437,4663,21734,4862.5,2885.5,7109.5,1838,11297
12498.5,25442.5,30731.5,30913,6800.5,23285,30206.5,32088,203,19170.5,24303,29275,10106,628
4108.5,18937,7572,8404,30993.5,10623.5,17795,10288.5,19716,25248.5,29247.5,23340.5,10120,12717.5
32500.5,8802,20417,7625,9778.5,30646.5,32057.5,8468,15729,18398,4567.5,10086.5,8104.5,10749.5
27305.5,2898,6013,751,6872.5,2721.5,5825.5,170,22184.5,8461,4987.5,5489.5,13189,24488
14813,14234.5,19807.5,10760,5108,16319,1876,6956,23785,12714.5,19074,9521.5,8538,16224
25404.5,19271.5,35637.5,16211,9536.5,5432,6319.5,11682.5,5681.5,36017,12607,994.5,7595.5,26827.5
8206,14224.5,29481,27465,15379.5,10991,26230,19427.5,14631,18886,13594,5560.5,7899.5,14197.5
13356.5,7669,9551.5,4111.5,18235.5,13037.5,30723.5,3258.5,15120,13635,9731.5,5792.5,31983,20874.5
20844,12568,28967.5,17009.5,14064.5,14278.5,32820,12480,15705.5,22451.5,11440.5,8594.5,14396,16536.5
24525,8260,34122,16906.5,1115,3056,20276,10735.5,1513,16071,14540.5,8988,6690.5,5435.5
28780,4868,9635,3777.5,4350,3415.5,13806,3272,992,2591.5,3429,5979.5,13450.5,25579
17347,14299.5,27671.5,11534.5,13216,2858,3552.5,11059,18739,32742.5,22094.5,12797.5,710,7383
4887.5,20882.5,25369.5,18821,31329.5,26900.5,23058.5,10456.5,12990,20053,10546.5,1463.5,25396.5,13837
34151,7451,13412,8280,6902,23705,17619,7466,5110,9314,8355,22436.5,1025,31436.5
15462,22098.5,28080,14862,19222,32479,26853.5,12051,5691,32282,7548.5,4455,29144,5909
27299,942,4081,4652.5,3825.5,1302.5,15405.5,2361,27952.5,2960.5,3255.5,7226,14384.5,26551
13636.5,31641.5,29730.5,32335.5,28198.5,3740.5,29359.5,31200,4920,36805,31538,11965,6364,10506
17707.5,11103.5,31425,14132,4548,11081,21337.5,8992.5,4002,8507,2783.5,2896,11417.5,33099
16080.5,599,629,1646.5,9773.5,1909,32541,2373,31131,395,9614,15934,30686,10895.5
28305,8795,19783.5,566,1440,11605.5,17852,595,14597,24318,10296,14335.5,17647,7720.5
13703.5,3834.5,10508.5,11243.5,8759.5,10482.5,32020.5,8724,17375.5,23806,19522,6221,9980.5,25962
3615.5,11469,22710.5,17902,10211,29289.5,18946.5,21195.5,16448,11138,7444.5,18940,33320.5,22820
25355,2725,650.5,23584,29560.5,24546.5,34293,19303,31736,5539,24537.5,28072,21998,12977.5
30859,1965,2543,5269,2725.5,1037,14909.5,4931,9979.5,992.5,11320,12093.5,4574,32248.5
4725.5,9252,18917.5,17647,15419,4888,27719.5,14528.5,3363,21722.5,3517.5,1973,7595.5,25648
24428,22377,26183.5,10111.5,11098,11521.5,15024.5,10340.5,54,32539,22124,13758.5,4944,7892
34304,36372,36416,1667.5,21560,16159.5,1909.5,2693.5,29302.5,29940,6623.5,16875,22409.5,31134
22856,33560,17666.5,28919,33833,36730.5,32040.5,32994,7248,31880.5,27006,19755,25002.5,5299.5
9108,563,1442,7299.5,9790.5,1116,18776,3547,23275,1914.5,9195.5,2971.5,10364,19953.5
17189,12568,34130.5,5287,10536.5,21361.5,15155,4160.5,956,35028.5,7588.5,3969.5,9910,3075
23499.5,32164,28163.5,11407.5,20995,12830,15204.5,7497.5,25813.5,35183.5,27235.5,16512.5,2155.5,30204.5
4628,18056,22476.5,15912,11558,7666.5,6044.5,9833,23725,5561,27627,7984.5,15519,18681
11396.5,18900.5,23877.5,7092,31525,16754,30731.5,5788.5,30449.5,31338.5,7533.5,4924.5,15443,33273
32952.5,20890.5,18779.5,571,25002,7949,1618.5,507.5,17884.5,25711,4166.5,9848.5,1129,31296.5
20317.5,22462.5,28713.5,2669,22570,10979.5,1398.5,2468,23307.5,34905.5,23010,5256,10025,15453
32848,3611.5,8953,14110,7332,2542.5,2279,7480,26693,6181.5,23539.5,15531,438,24888.5
23419.5,28264,33931,16776.5,19312,22975,33097.5,20502.5,15612,20086.5,13016,16490.5,4826,12453
35215.5,26668,32507,21707,9660.5,6649.5,28449,21040.5,5197,11912,33623.5,27764,1322.5,33765.5
20642.5,18511,34498.5,11152.5,19001.5,11631,8588.5,10184,14176,20714.5,2749.5,9216.5,2345.5,31448
9627.5,10963.5,33787.5,15700,9847.5,26376,24389.5,14155.5,13760,26789,378.5,3847.5,27705.5,18755.5
33297.5,16857.5,10244,9969.5,24480.5,22779.5,18994,6475,7351,21953.5,24480.5,10495,4506,35761
17434,15803,5467,28330.5,34708,15408,19818.5,18329.5,34436,28579,32336.5,7261,7695.5,36845
19380,8022,4558.5,21197.5,12372,14326,19706.5,22906.5,15014,4313,7014.5,21112.5,26782.5,7284
20779.5,22597.5,23491,7049,17603.5,11340,18804,6100,21861,9063,10385.5,1398,22549.5,27114.5
636,31347,35796,17376,34415,24215,5175.5,11123,36584,33681.5,24506,680,29231.5,35947
21537.5,5363,1380,26129.5,28431.5,18201.5,28015.5,24868,22105,12813,29837,31038.5,2808,20254
14825,11513.5,18945,12780.5,18958.5,13953.5,29528,7996,3613,27976,16176,6525.5,14947,26299
21262.5,16205.5,23877.5,13734,13252.5,9074,8176,9385,35942.5,24966,15811.5,8894.5,1582.5,21641.5
30697,15518.5,30015,15325,1795.5,123,1811,7297,7991.5,8817.5,29857.5,12524,3931,26972.5
17453.5,21923.5,21405.5,1600,6204,31139.5,28000.5,2129.5,27980,29268.5,30043,22828.5,5688,11093
5250.5,14373.5,26310.5,16273.5,26445.5,6852.5,2102.5,11170,20748,19024.5,19657,11097.5,7137.5,5214.5
8344,16804,7167.5,28189.5,29594,19593.5,32330.5,29031.5,11325,24813,27320.5,25824,8391.5,35318.5
23832,1669,8179,780,2136,2990.5,10877,790,6143.5,6067,4160,9929,15434,12372.5
24104.5,9741.5,19765,5108,3851,23162,22131.5,7679,17615.5,15886.5,2807,11687,17490.5,949
30881,916,4109.5,1051,3273,1583,7728,1171,9503,1583,5094.5,13775.5,11794,13050.5
15090,10363.5,22679,8443.5,22643,9512,2303.5,7866.5,33518.5,31394.5,13895,874.5,28408.5,23552
5122.5,9276,21772.5,3247,18385,11228,9841,2471,19584,18263,3433,1276.5,24504.5,35195
28955,15568,7133.5,29388.5,33329,26430,32341,21611,28035.5,21058,34249,23173.5,2954.5,22154.5
13595.5,3352.5,8441,6595,16212.5,15817.5,18724.5,4133,7680,14328,9146,5887.5,17153.5,27599
33770.5,19484,27371,6486,5875,14622,30631.5,5257.5,6623,27885.5,12551.5,8988,7811.5,28222.5
33591,29433.5,36536.5,13782,13108,18658,15015.5,13254,20748,31727,15872.5,12010.5,18807.5,21860
33808.5,30632.5,10410,15981.5,27117,31439.5,2379.5,14886.5,36701.5,20288,35304,33450.5,2390.5,34818.5
35161.5,514,3008.5,2354,1331,33,4275.5,896,23712.5,2451.5,17242.5,14117.5,3342,27555.5
34579,13357.5,21098.5,9382.5,13468,8911,31016.5,7771,3969,22475,2619,5862,6388.5,20067.5
2507.5,24270.5,35529.5,12318,23760.5,3910,1975.5,7438,10158.5,28407,15151,77,4704,33347.5
5868.5,36176,30383,16651,34786,15417,24546.5,21321.5,4111,35857,32757,20028,12714.5,21695
31403.5,19777.5,13053,20137,26840.5,3968.5,26348,10606,34791.5,22363.5,16933,7860,3261.5,31847.5
27424.5,17516,26406.5,3307.5,3944.5,7005.5,8262.5,2039,11009,18179,3957.5,5926,11002.5,18308
30998,25984,35550,14448.5,27678,19462.5,20563,14009,13221.5,35315.5,11827,18965,1758.5,21238.5
12851,13757.5,21325,13459.5,16622,31714.5,27019.5,10798.5,21129.5,28739,18289.5,12114.5,2030,13388.5
4915,20085,35191.5,23704,11081.5,5720,34191,17050.5,1013.5,33678.5,13481,4892.5,14597.5,363.5
5992,18221,6546,32899.5,31885,23015,36240.5,26627,28932.5,32454.5,33007.5,17310,450.5,33610
22523.5,36245,35586.5,8280,35578,32747,4043,14210.5,34043.5,34125.5,11856,16545.5,34403.5,8188
32825.5,19880.5,30772,2194.5,4548,5595,22032,5339.5,15589.5,25632,21270.5,17637,25056.5,29384.5
8188,13185.5,15331,9867.5,14877,17004.5,12834.5,9163,13833,14316,19232.5,11545,11767.5,11927.5
7675,8782.5,25812.5,15663,14877,13179.5,28068.5,13013,5110,21006.5,3734,3614.5,16796,16647
11188,13357.5,21453.5,3777.5,19136,9825,27418.5,2169,20061,18631.5,5388,2234,35119.5,30262.5
20822.5,20783,29197.5,4418,20918,17294,32989,4183.5,17565.5,30626.5,6905.5,4354,17634.5,23817
14954.5,9062.5,17037,10148.5,2922,1190.5,11983,6905.5,5579.5,13966.5,13865,6792.5,22679,31841.5
28827.5,25219,19597.5,9577.5,10415.5,30222.5,9102.5,6826.5,19803,18127.5,8795.5,18623,5195,13622.5
32710,18241,24981.5,10510,15887,3053,3602.5,8366.5,30843.5,22384.5,19632,10946,4826,25370.5
24283,12090.5,18253.5,3349.5,9992.5,16502,13162.5,2793.5,12840.5,17500.5,8403.5,3233.5,29728,20772
18592,35081,36654,18250,5199,9462.5,1678,14186.5,8081.5,15469.5,35508,17739,7129,24469.5
18779,15262.5,27679.5,4091,13414.5,21064,11172,4082,31263,32094,14439.5,790,30937.5,34958.5
4173,22611,31076,29997,12172,12899,15155,20182,14335,29632.5,21218,10654.5,395,13869.5
29451,1185,2401,167,2332.5,1778.5,15351.5,296,21283.5,1342.5,8728,19924.5,17106.5,19819
29050,15912.5,18210,13024,11633.5,1831,6446.5,8532,18268.5,15582.5,22579,8158,4106,35241
7553,5384,26519.5,10354,4297.5,10711.5,23773,9541,13699,9343.5,3998,1855.5,13541.5,6506.5
16152,3971.5,8267.5,15637,9027,2381.5,17802,7425.5,17899,9323.5,10183,3409,3883,12523.5
9060.5,29155.5,22905,35535,32558.5,17505,15557,32292,10777,34257,29659.5,12891.5,11183.5,2792.5
33285,25094,32767.5,2324.5,15895,8425,5009,1369,10557.5,21908.5,15626.5,11305.5,6320,34821.5
9516,19580,32290.5,20045,12407.5,11504.5,20526.5,14049,1730,29876.5,9958,3134.5,3409.5,19762.5
25592,12697.5,14438.5,10118,13669,15470.5,9110.5,7339.5,10863.5,23333,2567.5,8228.5,16137,31178.5
34614,4980.5,6692,20560.5,14358,5852,1783.5,15863,25877,5775.5,35975,29821,1169.5,7659.5
2153.5,19556.5,35956,28621.5,14406,3086,6423.5,21810.5,5042.5,11717.5,10810.5,4008,8216.5,28994.5
9097,19681,14780.5,25057.5,20162.5,25745.5,12788.5,24899,13476.5,19061,17216,19013.5,22031.5,31823.5
34548.5,30472,27105,19875,4002.5,18455,24179,17714.5,4771.5,16243.5,29799.5,20143.5,17647,28805.5
28010,10554.5,16301,50.5,13715.5,24827.5,2109.5,71,22609,17326.5,4859,8234.5,25618.5,33087
7025.5,21026,33386,7845,17505,14024,23809,4469.5,20142.5,29929.5,12175,1962.5,24350.5,11361
18398.5,26082,24655.5,10926.5,10279.5,26674.5,23564.5,15979.5,9872,10518,15208,20847,28565,872
20583.5,15760,29576.5,10345.5,28024,24365.5,5612.5,6450.5,21888.5,9128,8366.5,9531.5,11511.5,26901.5
28068.5,3475.5,3029,12612,7821,4985,6486.5,8317.5,11052,5147,19785.5,13016,1666.5,28579
11069,11359,21171,26285,18973,19387,30895,20436.5,15866.5,8232.5,5282.5,4391,21977.5,26569.5
13231,4512,15698,1432,10541,3375.5,11527,1660,9721.5,19412.5,4620.5,692,11839,6198
13893,26430,30299.5,24692,26524.5,13812,33712.5,14357.5,24091.5,33398.5,20963.5,4948,9284.5,23587
14377,9231.5,20390,4530,9667,10217,16045,3088.5,10869.5,17063.5,5163.5,4051,11106.5,13971
29001,9440,4834,23310,28965,20972.5,34027.5,16110,13627.5,23726.5,30154.5,21025.5,8728.5,19584
35210,524,3122,1260,1135,4200.5,15088.5,876,27299.5,4249.5,9413.5,16418,8442,17116.5
31271.5,12229.5,23903.5,5590.5,3074.5,4229,21291.5,4934.5,11009,26098,28219.5,15502,6261,20660
5039,26844,35864.5,14274,25365.5,10518,10915,9506.5,26529,16759,15790,6796.5,12995,16460.5
23937.5,28203.5,24439,11534.5,32647.5,23879.5,18946.5,9459,13451.5,28974,21694.5,8981,13835.5,21301.5
4909,10440.5,19454,14385,12440,10070,28971.5,9371.5,16815.5,20506.5,6971.5,4951.5,14422,3626.5
18047.5,13685.5,26084,6815.5,4012,22731.5,33770,5782.5,2343.5,25984.5,14865.5,8968,27617.5,12531
24405.5,7652.5,19224.5,6701.5,10478,2782.5,8482,3969.5,3796,21080,1602,4196.5,15223.5,21666
1761,8305,9331,13566,21367,7690,29910.5,8200,19067,24787.5,22638,2459.5,5757.5,32375.5
12072,9935.5,32441,15900,4043.5,3637.5,23669.5,10686,692,21158.5,2007.5,2649.5,12498.5,3021
32387,9068.5,11552,8192,19797.5,3394.5,18430,5578,29331.5,24295.5,28531.5,18478,1960.5,34479.5
12456,16458,26470.5,14459,6407,10816,19517.5,20897.5,1387.5,25827,10704.5,8424,28097,3249.5
21545.5,23104,28303,3877.5,11245,19223,7663,4206,5393,34305.5,17510.5,8112,19237.5,4196
16957.5,13,9,7138.5,3042,569,23454,8026,20458,53,29610.5,33571.5,7622,17731.5
13595.5,23973.5,34122,6730.5,25131,18903.5,5231.5,15000.5,33195.5,14316,825.5,7014,36778,33738.5
27514,24892.5,35676,2443.5,19102.5,8168.5,16623,865.5,24139,27202,15073,6599.5,9763,18609
25933,20512,23808.5,11988,8725.5,8574,8482,8414,13893,12153,6599.5,7103,10364,31363.5
36727.5,19704.5,28439.5,24099.5,20987.5,20556.5,16597,19509,11029,22024.5,23210.5,20879,292,23643.5
30824.5,16329,15846.5,24951.5,19212,14278.5,23753.5,16568.5,25059,4208,8512.5,7749,19925,28607.5
20816.5,12498,23017,3252.5,27020,4940,18320.5,3388,24011,27202,13183,5988.5,7338,32009.5
23597.5,19994.5,24623,16243,13781.5,28692,20465,13139.5,2787.5,31144,16214,10611,19436.5,23786.5
14625,17613,36611,17641.5,9509,4610.5,15050,14379,6608.5,23962.5,4399.5,7977.5,23461.5,6463
392,32675,30988.5,22544.5,19684.5,32081,32138.5,21960.5,30360,31651.5,32461,15908,3237.5,14936.5
5382.5,6793,13671.5,20035.5,12517,10932,31475,12844.5,14929,24614,19962,3193,986,24387
33933,33061,36318.5,19451,6348,9409.5,840.5,11405.5,18867.5,16091,24069,16279,1013,24028.5
15616.5,19804,30761.5,2984.5,25735,10210,10142,799.5,32438,23946,3744,1757,5733,25249
3194.5,3267.5,6576,4319,12843.5,2060.5,6214.5,2146.5,26429,8986.5,12141.5,2673.5,25842.5,31134
10828,9545.5,12898.5,4671.5,29465,6742.5,14018.5,2867.5,24210.5,24077,16125.5,1085,16277,24166
27379.5,21695,24451,10413.5,31445.5,11779,30585,4222,13627.5,23088,3989,4297,14723.5,15097
2820.5,8869.5,30284,9363,8566.5,10145.5,23694,6717,3052.5,23899.5,6838.5,430,14349.5,16665
29960,28535.5,21939,22305,19663.5,28328.5,10998.5,14233,31101.5,14983,28856,14935.5,5344,36267
19800,24868.5,27940.5,9813,30153,25993,32071,6122.5,12593,35841,13255.5,5666,29674.5,22210.5
5149,19757,36528.5,17003.5,3591.5,17554,13446.5,10838.5,14852.5,30937,19725,9948,12400.5,805
19285.5,22578.5,29713,13366,10970,10176.5,6472,9248,25771.5,31819.5,2745,1209.5,23621,27502
28235,29000.5,28469.5,9191.5,14605.5,14228,34181.5,6978,19745,36716.5,29044,11520.5,19409.5,30469
13450.5,5067.5,2576.5,10575.5,19259.5,4415,19074,12897.5,18398,4085.5,12218,22853,3521,17731.5
11202,1267.5,1120.5,30774,32624.5,22058.5,27937.5,26124,23574.5,5881,30923,22196,3715,36253
13820.5,24032,35403.5,16412,11361,7189,13118,11871.5,10289,34836,19456.5,1025,27096.5,29568
35927.5,15304,33184.5,9634,13522,8206.5,6688.5,6087,3246,22486.5,1827,2193.5,17069.5,24751.5
18904,23663,13865,26678,31937.5,23909.5,6757.5,19245.5,26512.5,7331.5,30552,15426.5,8461,11478.5
13729.5,3447,10821.5,2967.5,1472,2409,23818,872,16092,4995.5,20921.5,4757.5,8872.5,26084.5
35100.5,7847.5,21950,2653.5,3000.5,6296,8354,1064,6009.5,12665.5,6790.5,13321,18586.5,6406
7522.5,6134.5,27830,7575,4602.5,4636.5,21526.5,8716,16559,25921.5,6487.5,1408.5,20087.5,32975.5
9694,5435,13100,3514.5,10270,18292.5,23669.5,2357.5,35012,14964,11754.5,9134,10236,32233.5
28689,23128.5,32040,21773,5069.5,32653.5,32778,17206.5,1374.5,15035,10758.5,24952.5,13709.5,612.5
6222.5,8212,7782,21351,32497,20352.5,25920,16749.5,27177,17420,12491.5,7189.5,35362,10022.5
13440.5,5435,4228,29006,29006,25096.5,26711.5,19249,25700.5,9926.5,24316,14042.5,10226,23236.5
11486.5,31565.5,17580,24506,30297,22707.5,30206.5,17718.5,11826.5,33672,24122,7648,14771.5,17931
11493,22013.5,22767.5,13952.5,29424,11073,6727.5,10320.5,35407,33508,26363.5,4047,10945,36717
31948,24328,33816,15383.5,9767,7478,26153,14519.5,12558,31583.5,18333,11520.5,13791,23388
26996,309,3895,1695.5,212,221,3450.5,1241.5,8697.5,403.5,6064,9293.5,9112.5,1279
23019.5,13889.5,26102,3416,16407.5,14039.5,8409.5,2221.5,34476,20714.5,10338,9752,6230,27839
32859.5,24778,30036,1243,7855,15980.5,14434,894.5,35707.5,21255.5,7533.5,12172,22400.5,28528.5
26586.5,34156.5,29118,17281.5,31504,14410,2337.5,9642,22153.5,36564,34986.5,5074.5,3113,28302.5
33598.5,185,1453,275,399,623,9162,78,14153.5,37,6875,10590.5,11659.5,14411
18747,19668,7007.5,35335,28801.5,32008.5,28264,35182.5,9787.5,17520,32753,36123.5,2298,30341.5
3024.5,32704,36184,13721,34946.5,11446.5,10583,10310,33180.5,34878,23739.5,2868.5,3836,29699.5
11019,13899,11500.5,21901,35745.5,36262,26945,16293.5,26747,3869,8409.5,12578,29223.5,15660
23738.5,10077,26019.5,2497,3159,12609,21324.5,2024.5,14014,14887.5,2781.5,9652.5,21216,14654.5
36787,23481.5,21988,789,5526,2040.5,8532.5,361.5,19653.5,29248.5,30014.5,25761,2453,34211
23951,24577.5,28288.5,16701,24088.5,20880.5,22802.5,11883,5618.5,35471.5,20591,8772.5,22324.5,22541
20512.5,28328,30004.5,23031,17365.5,9879.5,33905.5,17407.5,3403.5,33151.5,33575,7183,23734.5,26620.5
25923.5,10723,25098,6461,5373.5,18937,30170,5396,10018,33755,12591,11654.5,25756.5,14623.5
33545,1788,10884,4534.5,247.5,457,11613,3993.5,3543.5,2772.5,19167.5,14957,6936,13604.5
33952,15069.5,30236.5,3247,13216,2082.5,2693,1246,31974.5,23292.5,8928,11954,2128,16904
25835,26476.5,8462,15735.5,36294.5,28187.5,33007.5,12701.5,18027,23670,34230.5,11972,25292.5,23170
10620,9532.5,29829.5,20657.5,2968,971,31397,19004,2516,20660,24234.5,11633.5,2186,6081
14398.5,2812,7107.5,6747.5,8434.5,1452.5,20753.5,3681,26177.5,7948,19004.5,5187.5,6369,35176
12571.5,7611,13589,6905.5,22077,19348.5,26584,3966,18634.5,23662,7316.5,1649,25756.5,26218
5599,22152.5,32516,15131.5,22263,19953.5,25097,12104,4238.5,29921.5,16335,820,21288.5,29521
11658,21616,23115,18220,5169,20486.5,8362.5,18164,29020,16099.5,13353,16181,31674,21108
3480.5,5629.5,10566.5,11641,15472,4719,21284,6427.5,23970,20620.5,20981,3707.5,14242,33307
28472.5,5002,17863.5,13257.5,20513,5569,19678.5,8029.5,20092,21672.5,7691,4989.5,5608.5,21286
15737.5,13357.5,25918.5,8280,10603.5,11235,28035,5222.5,17456.5,19789,6355.5,2685,17347.5,22896.5
32237.5,15002.5,30555,7520.5,3857.5,2832.5,4106,3395.5,8970.5,10089,5347.5,7014,10279.5,22104
26664,704,520,19875,21825.5,7641,20633,13828.5,14772.5,1847.5,35310.5,24639.5,1908.5,20888
20591.5,3509,2406,18125.5,11112,2368,16590,19585,30999,6311.5,20082,24732.5,28995,20559
12571.5,27118,16819.5,29341,27980.5,23899.5,28376,24249,23415.5,33906,24848,16454.5,31745.5,19927.5
